AC017100.1	79
AC017100.2	0
AC017101.1	1
AC017104.1	4
AC017104.2	1
AC017104.3	0
AC017104.4	16
AC017104.5	17
AC017104.6	0
AC017116.1	0
AC017116.2	27
AC018358.1	0
AC018359.1	0
AC018362.1	6
AC018362.2	0
AC018362.3	0
AC018371.1	0
AC018371.2	3
AC018398.1	1
AC018410.1	0
AC018413.1	53
AC018437.1	0
AC018437.2	0
AC018437.3	0
AC018442.1	0
AC018442.2	0
AC018442.3	0
AC018445.1	0
AC018445.2	0
AC018445.3	0
AC018445.4	0
AC018445.5	0
AC018445.6	0
AC018448.1	0
AC018448.2	0
AC018450.1	2
AC018450.2	0
AC018462.1	0
AC018462.2	0
AC018463.1	14
AC018464.1	25
AC018467.1	0
AC018470.1	0
AC018475.1	274
AC018495.1	0
AC018500.1	0
AC018511.1	0
AC018511.2	1
AC018511.5	2
AC018512.1	0
AC018515.1	0
AC018521.1	0
AC018521.2	1
AC018521.3	0
AC018521.4	0
AC018521.5	83
AC018521.6	1
AC018521.7	0
AC018523.1	0
AC018523.2	0
AC018529.1	0
AC018529.2	0
AC018529.3	1
AC018541.1	0
AC018545.1	0
AC018552.1	0
AC018552.2	0
AC018552.3	0
AC018553.1	50
AC018553.2	29
AC018553.3	0
AC018554.1	0
AC018557.1	4
AC018557.2	0
AC018557.3	0
AC018558.1	0
AC018558.2	0
AC018558.3	0
AC018558.4	0
AC018558.5	0
AC018558.6	0
AC018558.7	0
AC018563.1	0
AC018563.2	0
AC018607.1	2
AC018616.1	0
AC018618.1	0
AC018618.2	0
AC018620.1	1
AC018628.1	0
AC018628.2	28
AC018628.3	0
AC018629.1	1031
AC018630.1	0
AC018630.2	0
AC018634.1	0
AC018635.1	0
AC018635.2	0
AC018637.1	0
AC018638.1	1
AC018638.2	154
AC018638.3	0
AC018638.4	311
AC018638.5	250
AC018638.6	0
AC018638.7	11
AC018638.8	0
AC018639.1	0
AC018641.1	0
AC018643.1	0
AC018644.1	6
AC018645.1	0
AC018645.2	0
AC018645.3	72
AC018647.1	0
AC018647.2	581
AC018647.3	1
AC018648.1	0
AC018653.1	0
AC018653.2	0
AC018653.3	2
AC018653.4	0
AC018659.1	0
AC018659.2	0
AC018659.3	0
AC018659.4	0
AC018659.5	0
AC018659.6	0
AC018659.7	0
AC018659.8	0
AC018665.1	1
AC018678.1	0
AC018680.1	0
AC018682.1	0
AC018682.2	0
AC018685.1	0
AC018685.2	0
AC018685.3	0
AC018688.1	0
AC018688.2	0
AC018690.1	41
AC018692.1	0
AC018692.2	0
AC018692.3	0
AC018693.1	1
AC018693.2	0
AC018695.1	0
AC018695.2	0
AC018695.3	0
AC018695.4	0
AC018695.5	0
AC018695.6	49
AC018695.7	0
AC018695.8	0
AC018695.9	3
AC018697.1	0
AC018706.1	0
AC018709.1	0
AC018710.1	0
AC018712.1	0
AC018712.2	0
AC018714.1	0
AC018714.2	0
AC018716.1	0
AC018716.2	0
AC018717.1	0
AC018719.1	0
AC018730.1	0
AC018731.1	0
AC018735.1	4
AC018737.1	0
AC018737.2	0
AC018738.1	94
AC018742.1	0
AC018752.1	0
AC018754.1	3
AC018755.1	0
AC018755.2	0
AC018755.3	13
AC018755.4	0
AC018755.5	0
AC018761.1	0
AC018761.2	1
AC018761.3	0
AC018761.4	0
AC018765.1	0
AC018766.1	1
AC018767.1	0
AC018767.2	0
AC018767.3	0
AC018781.1	2
AC018797.1	0
AC018797.2	0
AC018797.3	0
AC018802.1	0
AC018802.2	0
AC018804.1	11
AC018809.1	17
AC018809.2	0
AC018809.3	0
AC018814.1	0
AC018816.1	14
AC018816.2	0
AC018832.1	0
AC018845.1	0
AC018845.2	0
AC018845.3	8
AC018846.1	0
AC018861.1	0
AC018861.2	0
AC018865.1	0
AC018865.2	0
AC018865.3	0
AC018866.1	0
AC018866.2	0
AC018868.1	127
AC018868.2	5
AC018878.1	0
AC018880.1	0
AC018880.2	0
AC018889.1	0
AC018892.1	0
AC018892.2	0
AC018892.3	3
AC018904.1	2
AC018904.2	0
AC018926.1	3
AC018926.2	7
AC018926.3	7
AC018931.1	0
AC018943.1	0
AC018946.1	0
AC018946.2	0
AC018951.1	0
AC018953.1	0
AC018953.2	0
AC018978.1	0
AC018992.1	4
AC019055.1	0
AC019064.1	0
AC019068.1	9
AC019069.1	157
AC019070.1	0
AC019070.2	0
AC019072.1	0
AC019077.1	8
AC019080.1	57
AC019080.2	1
AC019080.3	0
AC019080.4	0
AC019080.5	22
AC019084.1	0
AC019097.1	31
AC019103.1	0
AC019109.1	0
AC019117.1	0
AC019117.2	20
AC019117.3	0
AC019117.4	0
AC019118.1	0
AC019118.2	0
AC019127.1	0
AC019129.1	4
AC019129.2	2
AC019130.1	0
AC019131.1	0
AC019131.2	7
AC019131.3	6
AC019133.1	0
AC019155.1	0
AC019155.2	0
AC019159.1	0
AC019159.2	0
AC019163.1	28
AC019171.1	0
AC019176.1	0
AC019176.2	0
AC019176.3	0
AC019178.1	0
AC019178.2	0
AC019181.1	1
AC019183.1	0
AC019185.1	0
AC019185.2	0
AC019186.1	0
AC019193.1	0
AC019193.2	0
AC019193.3	0
AC019193.4	0
AC019197.1	8
AC019205.1	64
AC019206.1	0
AC019209.1	0
AC019209.2	0
AC019209.3	0
AC019211.1	2
AC019226.1	5
AC019226.2	1
AC019227.1	1
AC019235.1	0
AC019254.1	1
AC019254.2	0
AC019257.1	0
AC019257.2	0
AC019257.8	0
AC019257.9	0
AC019270.1	0
AC019278.1	0
AC019288.1	0
AC019294.1	0
AC019294.2	3
AC019294.3	0
AC019322.1	0
AC019322.2	0
AC019322.3	0
AC019322.4	0
AC019322.5	0
AC019322.6	0
AC019330.1	0
AC019349.1	0
AC020549.1	0
AC020549.2	0
AC020549.3	0
AC020550.1	0
AC020550.2	0
AC020551.1	1
AC020558.1	0
AC020558.2	0
AC020558.3	0
AC020558.4	0
AC020558.5	0
AC020558.6	0
AC020584.1	0
AC020589.1	0
AC020593.1	0
AC020594.1	8
AC020595.1	0
AC020604.1	0
AC020611.1	2
AC020611.2	0
AC020612.1	4
AC020612.2	0
AC020612.3	0
AC020612.4	0
AC020629.1	28
AC020633.1	3
AC020634.1	0
AC020634.2	0
AC020636.1	0
AC020636.2	0
AC020637.1	0
AC020651.1	0
AC020651.2	0
AC020655.1	0
AC020656.1	0
AC020656.2	0
AC020658.1	34
AC020658.2	0
AC020658.3	0
AC020658.4	3
AC020658.5	0
AC020658.6	3
AC020658.7	2
AC020659.1	2
AC020659.2	0
AC020661.1	33
AC020661.2	0
AC020661.3	0
AC020661.4	0
AC020663.1	0
AC020663.2	3
AC020663.3	8
AC020663.4	0
AC020663.5	0
AC020687.1	0
AC020688.1	18
AC020699.1	0
AC020703.1	0
AC020704.1	0
AC020718.1	0
AC020719.1	0
AC020728.1	0
AC020741.1	0
AC020743.1	0
AC020743.2	0
AC020743.3	0
AC020763.1	0
AC020763.2	7
AC020763.3	0
AC020763.4	3
AC020763.5	0
AC020765.1	0
AC020765.2	8
AC020765.3	0
AC020765.4	0
AC020765.5	0
AC020779.1	1
AC020779.2	0
AC020891.1	0
AC020891.2	0
AC020891.3	0
AC020891.4	0
AC020892.1	0
AC020892.2	0
AC020893.1	1
AC020893.2	5
AC020895.1	0
AC020895.2	0
AC020897.1	0
AC020898.1	191
AC020899.1	0
AC020900.1	10
AC020904.1	0
AC020904.2	118
AC020904.3	0
AC020905.1	0
AC020906.1	0
AC020907.1	4
AC020907.2	0
AC020907.3	0
AC020907.4	0
AC020907.5	0
AC020907.6	0
AC020908.1	0
AC020908.2	0
AC020908.3	0
AC020909.1	0
AC020909.2	0
AC020909.3	0
AC020910.1	0
AC020910.2	2
AC020910.3	0
AC020910.4	0
AC020910.5	13
AC020910.6	52
AC020910.7	0
AC020911.1	4
AC020911.2	0
AC020911.3	1
AC020911.4	3
AC020912.1	0
AC020913.1	2
AC020913.2	0
AC020913.3	0
AC020914.1	0
AC020914.2	0
AC020914.3	0
AC020914.4	0
AC020914.5	0
AC020915.1	27
AC020915.2	18
AC020915.3	51
AC020915.4	0
AC020915.5	1
AC020916.1	1121
AC020916.2	2
AC020917.1	3
AC020917.2	0
AC020917.3	0
AC020917.4	32
AC020922.1	0
AC020922.2	0
AC020922.3	5
AC020922.4	0
AC020923.1	2
AC020928.1	6
AC020928.2	0
AC020929.1	19
AC020930.1	0
AC020931.1	2
AC020934.1	0
AC020934.2	0
AC020937.1	0
AC020951.1	0
AC020978.1	2
AC020978.2	0
AC020978.3	1
AC020978.4	0
AC020978.5	193
AC020978.6	2
AC020978.7	2
AC020978.8	0
AC020978.9	7
AC020980.1	0
AC020983.1	0
AC020987.1	0
AC021006.1	0
AC021006.2	0
AC021016.1	27
AC021016.2	163
AC021016.3	14
AC021028.1	0
AC021035.1	0
AC021037.1	5
AC021055.1	0
AC021059.1	0
AC021066.1	12
AC021066.2	0
AC021066.3	0
AC021066.4	0
AC021072.1	0
AC021074.1	211
AC021074.2	0
AC021074.3	0
AC021078.1	1295
AC021086.1	9
AC021087.1	8
AC021087.2	19
AC021087.3	17
AC021087.4	0
AC021087.5	173
AC021088.1	1
AC021092.1	36
AC021092.2	274
AC021097.1	8
AC021105.1	1
AC021106.1	73
AC021106.2	0
AC021106.3	0
AC021127.1	4
AC021134.1	0
AC021134.2	0
AC021146.1	0
AC021146.10	0
AC021146.11	0
AC021146.12	0
AC021146.2	0
AC021146.3	0
AC021146.4	0
AC021146.5	0
AC021146.6	0
AC021146.7	0
AC021146.8	0
AC021146.9	0
AC021148.1	3
AC021148.2	0
AC021148.3	1
AC021151.1	0
AC021171.1	0
AC021171.2	0
AC021180.1	0
AC021188.1	1
AC021192.1	0
AC021192.2	0
AC021193.1	0
AC021205.1	0
AC021205.2	0
AC021205.3	18
AC021218.1	7
AC021220.1	0
AC021220.2	0
AC021231.1	0
AC021231.2	9
AC021231.3	0
AC021236.1	0
AC021237.1	0
AC021242.1	0
AC021242.2	0
AC021242.3	4
AC021269.1	0
AC021269.2	0
AC021269.3	5
AC021305.1	0
AC021321.1	4
AC021321.2	0
AC021351.1	0
AC021355.1	0
AC021382.1	0
AC021393.1	0
AC021422.1	0
AC021422.2	0
AC021424.1	0
AC021424.2	0
AC021424.3	0
AC021424.4	0
AC021443.1	6
AC021443.2	6
AC021443.3	18
AC021451.1	0
AC021451.2	0
AC021451.3	0
AC021483.1	0
AC021483.2	5
AC021491.1	0
AC021491.2	0
AC021491.3	0
AC021491.4	1
AC021504.1	0
AC021506.1	0
AC021506.2	0
AC021517.1	0
AC021517.2	0
AC021534.1	0
AC021546.1	0
AC021549.1	0
AC021549.2	2
AC021573.1	1
AC021590.1	0
AC021594.1	0
AC021594.2	0
AC021613.1	0
AC021613.2	0
AC021613.3	0
AC021646.1	0
AC021646.2	0
AC021660.1	0
AC021660.2	1
AC021660.3	0
AC021660.4	6
AC021678.1	0
AC021678.2	0
AC021678.3	0
AC021683.1	0
AC021683.2	0
AC021683.3	0
AC021683.4	0
AC021683.5	0
AC021683.6	0
AC021698.1	0
AC021701.1	3
AC021713.1	0
AC021723.1	0
AC021723.2	0
AC021733.1	0
AC021733.2	0
AC021733.3	2
AC021733.4	0
AC021736.1	0
AC021739.1	0
AC021739.2	5
AC021739.3	1
AC021739.4	1
AC021739.5	0
AC021744.1	0
AC021749.1	0
AC021752.1	1
AC021753.1	0
AC021755.1	0
AC021755.2	0
AC021755.3	0
AC021766.1	0
AC021785.1	0
AC021818.1	0
AC021818.2	0
AC021820.1	0
AC021822.1	0
AC021851.1	21
AC021851.2	3
AC021860.1	0
AC021863.1	0
AC021876.1	0
AC021915.1	0
AC021915.2	0
AC021945.1	19
AC021979.1	0
AC021979.2	0
AC021979.3	0
AC021989.1	0
AC022001.1	0
AC022001.2	0
AC022001.3	0
AC022007.1	14
AC022017.1	0
AC022018.1	2
AC022021.1	0
AC022022.1	0
AC022022.2	0
AC022023.1	0
AC022023.2	0
AC022028.1	0
AC022028.2	0
AC022028.3	0
AC022031.1	0
AC022031.2	0
AC022034.1	1
AC022034.2	2
AC022034.3	0
AC022034.4	0
AC022035.1	0
AC022039.1	0
AC022068.1	0
AC022069.1	0
AC022075.1	116
AC022079.1	6
AC022079.2	2
AC022080.1	0
AC022080.2	0
AC022080.3	0
AC022080.4	0
AC022081.1	0
AC022087.1	0
AC022092.1	0
AC022098.1	19
AC022098.2	0
AC022098.3	3
AC022098.4	0
AC022100.1	0
AC022100.2	0
AC022101.1	2
AC022106.1	0
AC022106.2	0
AC022107.1	271
AC022113.1	0
AC022113.2	0
AC022118.1	0
AC022121.1	0
AC022121.2	0
AC022126.1	8
AC022133.1	0
AC022133.2	0
AC022137.1	0
AC022137.2	0
AC022137.3	17
AC022137.4	0
AC022140.1	0
AC022140.2	0
AC022144.1	0
AC022145.1	0
AC022145.2	0
AC022146.1	0
AC022146.2	0
AC022148.1	0
AC022148.2	1
AC022149.1	342
AC022149.2	0
AC022150.1	0
AC022150.2	3
AC022150.3	0
AC022150.4	510
AC022154.1	3
AC022164.1	0
AC022165.1	1
AC022166.1	0
AC022166.2	0
AC022167.1	9
AC022167.2	57
AC022167.3	0
AC022167.4	0
AC022168.1	0
AC022182.1	0
AC022182.2	0
AC022182.3	46
AC022188.1	0
AC022196.1	0
AC022201.1	1
AC022201.2	1
AC022202.1	0
AC022206.1	0
AC022210.1	75
AC022210.2	19
AC022211.1	0
AC022211.2	41
AC022211.3	105
AC022211.4	26
AC022211.5	19
AC022215.1	0
AC022215.2	0
AC022217.1	0
AC022217.2	5
AC022217.3	0
AC022217.4	2
AC022217.5	0
AC022239.1	1
AC022239.2	0
AC022254.1	0
AC022267.1	0
AC022272.1	0
AC022274.1	0
AC022276.1	0
AC022296.1	0
AC022296.2	0
AC022296.3	0
AC022296.4	0
AC022306.1	5
AC022306.2	14
AC022306.3	5
AC022308.1	0
AC022325.1	0
AC022325.2	0
AC022335.1	10
AC022336.1	0
AC022336.2	0
AC022336.3	0
AC022336.4	4
AC022360.1	0
AC022364.1	46
AC022364.2	0
AC022367.1	0
AC022382.1	1
AC022382.2	1
AC022384.1	0
AC022384.2	0
AC022387.1	0
AC022387.2	20
AC022392.1	0
AC022395.1	0
AC022400.1	0
AC022400.10	0
AC022400.2	0
AC022400.3	0
AC022400.4	0
AC022400.5	25
AC022400.6	49
AC022400.7	0
AC022400.8	199
AC022400.9	63
AC022404.1	0
AC022405.1	4
AC022413.1	0
AC022413.2	39
AC022413.3	0
AC022414.1	0
AC022415.1	0
AC022415.2	26
AC022415.3	0
AC022417.1	34
AC022418.1	0
AC022424.1	0
AC022424.2	0
AC022431.1	0
AC022432.1	5
AC022433.1	0
AC022440.1	0
AC022441.1	0
AC022441.2	0
AC022441.3	0
AC022447.1	0
AC022447.2	0
AC022447.3	0
AC022447.4	0
AC022447.5	0
AC022447.6	0
AC022447.7	0
AC022463.1	0
AC022467.1	0
AC022467.2	0
AC022469.1	0
AC022469.2	0
AC022483.1	27
AC022483.2	0
AC022483.3	0
AC022486.1	0
AC022493.1	0
AC022493.2	0
AC022494.1	0
AC022497.1	1
AC022498.1	0
AC022498.2	3
AC022506.1	0
AC022506.2	19
AC022507.1	0
AC022509.1	1
AC022509.2	0
AC022509.3	15
AC022509.4	0
AC022509.5	0
AC022511.1	0
AC022513.1	0
AC022517.1	0
AC022523.1	0
AC022523.2	0
AC022523.3	0
AC022532.1	2
AC022535.1	0
AC022535.2	0
AC022535.3	0
AC022537.1	0
AC022540.1	0
AC022558.1	5
AC022558.2	0
AC022558.3	7
AC022559.1	0
AC022596.1	0
AC022596.2	6
AC022601.1	10
AC022613.1	0
AC022613.2	1
AC022613.3	0
AC022616.1	0
AC022616.2	0
AC022616.3	0
AC022616.4	0
AC022616.5	0
AC022616.6	0
AC022616.7	0
AC022616.8	0
AC022616.9	0
AC022634.1	0
AC022634.2	0
AC022655.1	0
AC022655.2	0
AC022662.1	0
AC022679.1	0
AC022679.2	0
AC022690.1	0
AC022690.2	0
AC022692.1	0
AC022695.1	0
AC022695.2	0
AC022695.3	0
AC022706.1	0
AC022709.1	0
AC022710.1	0
AC022726.1	0
AC022726.2	0
AC022730.1	0
AC022730.2	0
AC022730.3	0
AC022730.4	0
AC022733.1	0
AC022733.2	0
AC022743.1	0
AC022748.1	6
AC022748.2	2
AC022748.3	0
AC022762.1	1
AC022762.2	12
AC022778.1	0
AC022784.1	2
AC022784.2	0
AC022784.3	0
AC022784.4	0
AC022784.5	2
AC022784.6	0
AC022790.1	0
AC022795.1	6
AC022809.1	0
AC022816.1	15
AC022819.1	1
AC022826.1	0
AC022826.2	0
AC022832.1	0
AC022832.2	0
AC022858.1	0
AC022868.1	82
AC022868.2	2
AC022872.1	0
AC022874.1	0
AC022878.1	0
AC022880.1	0
AC022880.2	0
AC022882.1	0
AC022893.1	19
AC022893.2	0
AC022893.3	0
AC022898.1	0
AC022898.2	0
AC022903.1	0
AC022903.2	0
AC022905.1	0
AC022915.1	0
AC022915.2	3
AC022915.3	0
AC022916.1	0
AC022916.2	34
AC022916.3	0
AC022916.4	0
AC022916.5	2
AC022919.1	0
AC022929.1	0
AC022929.2	0
AC022960.1	0
AC022960.2	6
AC022960.3	0
AC022966.1	1878
AC022966.2	4
AC022966.3	12
AC022968.1	131
AC022973.1	1
AC022973.2	0
AC022973.3	0
AC022973.4	0
AC022973.5	0
AC023024.1	16
AC023024.2	0
AC023034.1	0
AC023043.1	37
AC023043.2	7
AC023043.3	0
AC023043.4	43
AC023049.1	0
AC023050.1	0
AC023050.2	0
AC023050.3	0
AC023050.4	0
AC023050.5	0
AC023051.1	0
AC023051.2	0
AC023055.1	12
AC023078.1	0
AC023078.2	0
AC023090.1	0
AC023090.2	7
AC023095.1	0
AC023105.1	0
AC023115.1	0
AC023128.1	0
AC023128.2	0
AC023128.3	0
AC023136.1	0
AC023137.1	0
AC023137.2	0
AC023141.1	0
AC023141.10	0
AC023141.11	0
AC023141.12	0
AC023141.13	0
AC023141.2	0
AC023141.3	0
AC023141.4	0
AC023141.5	0
AC023141.6	0
AC023141.7	0
AC023141.8	0
AC023141.9	0
AC023154.1	0
AC023157.1	39
AC023157.2	4
AC023157.3	90
AC023158.1	0
AC023158.2	0
AC023161.1	0
AC023161.2	81
AC023162.1	1
AC023194.1	0
AC023194.2	0
AC023194.3	0
AC023200.1	0
AC023202.1	0
AC023206.1	0
AC023232.1	4
AC023245.1	0
AC023245.2	0
AC023245.3	0
AC023271.1	0
AC023271.2	0
AC023274.1	0
AC023274.2	0
AC023282.1	0
AC023283.1	5
AC023296.1	0
AC023300.1	0
AC023300.2	0
AC023300.3	0
AC023301.1	0
AC023302.1	4
AC023302.2	0
AC023310.1	1
AC023310.2	5
AC023310.3	0
AC023310.4	23
AC023347.1	0
AC023347.2	0
AC023355.1	2
AC023355.2	38
AC023356.1	0
AC023385.1	0
AC023389.1	0
AC023389.2	1
AC023389.3	3
AC023394.1	0
AC023394.2	0
AC023403.1	0
AC023421.1	0
AC023421.2	0
AC023424.1	0
AC023424.2	0
AC023424.3	0
AC023442.1	0
AC023442.2	0
AC023442.3	0
AC023449.1	0
AC023468.1	0
AC023469.1	0
AC023469.2	0
AC023480.1	0
AC023481.1	0
AC023483.1	4
AC023490.1	0
AC023490.2	0
AC023490.3	0
AC023490.4	0
AC023490.5	0
AC023490.6	0
AC023490.7	0
AC023491.1	0
AC023491.2	0
AC023494.1	0
AC023503.1	0
AC023509.1	0
AC023509.2	3
AC023509.3	20
AC023509.4	0
AC023509.5	0
AC023509.6	0
AC023510.1	0
AC023510.2	0
AC023511.1	0
AC023511.2	0
AC023511.3	0
AC023512.1	17
AC023513.1	0
AC023538.1	7
AC023575.1	0
AC023590.1	0
AC023593.1	1
AC023595.1	0
AC023632.1	2
AC023632.2	22
AC023632.3	0
AC023632.4	0
AC023632.5	0
AC023644.1	0
AC023669.1	0
AC023669.2	0
AC023762.1	0
AC023781.1	1
AC023787.1	0
AC023787.2	0
AC023787.3	0
AC023790.1	0
AC023790.2	5
AC023794.1	0
AC023794.2	0
AC023794.3	0
AC023794.4	0
AC023794.5	0
AC023794.6	1
AC023794.7	4
AC023796.1	0
AC023796.2	0
AC023813.1	0
AC023813.2	0
AC023813.3	0
AC023813.4	0
AC023818.1	1
AC023824.1	0
AC023824.2	0
AC023824.3	0
AC023824.4	0
AC023824.5	0
AC023824.6	0
AC023825.1	0
AC023825.2	0
AC023827.1	0
AC023830.1	0
AC023830.2	0
AC023830.3	16
AC023830.4	1
AC023855.1	2
AC023855.2	0
AC023866.1	0
AC023866.2	0
AC023891.1	0
AC023905.1	0
AC023906.1	0
AC023906.2	12
AC023906.3	2
AC023906.4	0
AC023906.5	2
AC023908.1	1
AC023908.2	0
AC023908.3	38
AC023932.1	0
AC023934.1	0
AC023946.1	0
AC023950.1	0
AC023968.1	0
AC023968.2	8
AC023983.1	0
AC023983.2	1
AC024022.1	0
AC024023.1	0
AC024028.1	0
AC024032.1	0
AC024032.2	0
AC024051.1	0
AC024051.10	0
AC024051.11	0
AC024051.12	0
AC024051.2	0
AC024051.3	0
AC024051.4	0
AC024051.5	0
AC024051.6	0
AC024051.7	0
AC024051.8	0
AC024051.9	0
AC024060.1	0
AC024060.2	51
AC024067.1	0
AC024067.2	0
AC024075.1	67
AC024075.2	127
AC024075.3	0
AC024082.1	0
AC024082.2	0
AC024084.1	0
AC024084.2	0
AC024085.1	0
AC024132.1	3
AC024132.2	0
AC024132.3	0
AC024132.4	0
AC024145.1	1
AC024153.1	0
AC024224.1	0
AC024224.2	0
AC024230.1	0
AC024236.1	0
AC024243.1	4
AC024255.1	0
AC024257.1	0
AC024257.2	1
AC024257.3	12
AC024257.4	0
AC024257.5	0
AC024267.1	0
AC024267.2	0
AC024267.3	0
AC024267.4	0
AC024267.5	0
AC024267.6	0
AC024267.7	0
AC024270.1	0
AC024270.2	0
AC024270.3	0
AC024270.4	6
AC024270.5	4
AC024288.1	0
AC024293.1	334
AC024337.1	0
AC024337.2	2
AC024341.1	0
AC024361.1	9
AC024361.2	2
AC024361.3	0
AC024382.1	0
AC024405.1	3
AC024405.2	0
AC024451.1	0
AC024451.2	3
AC024451.3	7
AC024451.4	3
AC024475.1	0
AC024475.2	0
AC024475.3	0
AC024558.1	0
AC024558.2	1
AC024559.1	0
AC024559.2	0
AC024560.1	0
AC024560.2	1
AC024560.3	0
AC024560.4	21
AC024560.5	1
AC024561.1	0
AC024563.1	0
AC024563.2	0
AC024568.1	7
AC024575.1	0
AC024575.2	23
AC024579.1	0
AC024580.1	0
AC024580.2	23
AC024580.3	0
AC024581.1	0
AC024581.2	0
AC024587.1	5
AC024587.2	0
AC024588.1	5
AC024589.1	0
AC024589.2	0
AC024589.3	0
AC024592.1	0
AC024592.2	0
AC024592.3	0
AC024595.1	0
AC024597.1	0
AC024598.1	0
AC024603.1	0
AC024610.1	0
AC024610.2	0
AC024614.1	0
AC024614.2	0
AC024614.3	0
AC024614.4	0
AC024619.1	0
AC024619.2	0
AC024619.3	0
AC024619.4	18
AC024651.1	0
AC024651.2	0
AC024651.3	1
AC024681.1	0
AC024681.2	0
AC024730.1	0
AC024884.1	4
AC024884.2	4
AC024896.1	1
AC024901.1	0
AC024909.1	5
AC024933.1	1
AC024933.2	0
AC024933.3	0
AC024937.1	0
AC024937.2	9
AC024937.3	0
AC024940.1	0
AC024940.2	2
AC024940.3	1
AC024940.4	0
AC024940.5	0
AC024940.6	0
AC024941.1	0
AC024941.2	0
AC024958.1	0
AC024995.1	2
AC024996.1	0
AC025030.1	0
AC025030.2	0
AC025031.1	2
AC025031.2	0
AC025031.3	5
AC025031.4	10
AC025031.5	1
AC025033.1	0
AC025034.1	0
AC025034.2	0
AC025038.1	0
AC025039.1	0
AC025040.1	0
AC025040.2	19
AC025043.1	5
AC025048.1	0
AC025048.2	79
AC025048.3	0
AC025048.4	12
AC025048.5	0
AC025048.6	1
AC025048.7	4
AC025062.1	6
AC025062.2	0
AC025062.3	0
AC025125.1	0
AC025154.1	0
AC025154.2	0
AC025160.1	0
AC025161.1	20
AC025162.1	3
AC025162.2	4
AC025164.1	0
AC025164.2	14
AC025164.3	0
AC025165.1	0
AC025165.2	3
AC025165.3	0
AC025165.4	4
AC025165.5	11
AC025165.6	0
AC025166.1	1
AC025169.1	0
AC025171.1	91
AC025171.2	53
AC025171.3	4
AC025171.4	3
AC025171.5	0
AC025174.1	0
AC025175.1	7
AC025175.2	0
AC025176.1	51
AC025178.1	0
AC025178.2	5
AC025180.1	5
AC025181.1	0
AC025181.2	16
AC025183.1	1
AC025183.2	0
AC025183.3	0
AC025186.1	0
AC025187.1	0
AC025188.1	0
AC025188.2	0
AC025188.3	0
AC025198.1	6
AC025211.1	0
AC025244.1	0
AC025244.2	0
AC025252.1	0
AC025252.2	0
AC025252.3	0
AC025253.1	0
AC025253.2	0
AC025254.1	0
AC025257.1	2
AC025259.1	2
AC025259.2	9
AC025260.1	0
AC025260.2	0
AC025262.1	0
AC025262.2	0
AC025262.3	0
AC025262.4	0
AC025263.1	0
AC025263.2	0
AC025263.3	0
AC025265.1	25
AC025265.2	0
AC025265.3	0
AC025268.1	0
AC025270.1	0
AC025271.1	0
AC025271.2	0
AC025271.3	0
AC025271.4	0
AC025272.1	0
AC025277.1	0
AC025278.1	0
AC025278.2	0
AC025278.3	0
AC025278.4	0
AC025279.1	0
AC025279.2	0
AC025279.3	0
AC025280.1	0
AC025280.2	0
AC025280.3	0
AC025281.1	0
AC025283.1	1
AC025283.2	9
AC025284.1	0
AC025287.1	0
AC025287.2	5
AC025287.3	4
AC025287.4	0
AC025287.5	0
AC025300.1	0
AC025362.1	0
AC025366.1	0
AC025370.1	1
AC025370.2	0
AC025419.1	3
AC025423.1	76
AC025423.2	0
AC025423.3	0
AC025423.4	42
AC025423.5	0
AC025428.1	0
AC025430.1	0
AC025431.1	0
AC025434.1	0
AC025437.1	0
AC025437.2	0
AC025437.3	0
AC025437.4	0
AC025437.5	0
AC025437.6	0
AC025442.1	0
AC025442.2	23
AC025445.1	0
AC025449.1	19
AC025449.2	25
AC025458.1	13
AC025459.1	6
AC025465.1	0
AC025465.2	0
AC025465.3	0
AC025465.4	0
AC025470.1	1
AC025470.2	1
AC025472.1	5
AC025475.1	0
AC025475.2	1
AC025508.1	0
AC025518.1	1
AC025521.1	0
AC025521.2	0
AC025524.1	0
AC025538.1	7
AC025539.1	1
AC025554.1	0
AC025566.1	0
AC025569.1	1657
AC025572.1	0
AC025574.1	0
AC025575.1	0
AC025575.2	0
AC025576.1	0
AC025576.2	0
AC025576.3	0
AC025578.1	0
AC025580.1	0
AC025580.2	0
AC025580.3	0
AC025588.1	1
AC025588.2	0
AC025588.3	0
AC025588.4	0
AC025594.1	0
AC025594.2	5
AC025614.1	0
AC025614.2	0
AC025614.3	1
AC025627.1	0
AC025627.2	0
AC025627.3	0
AC025627.4	0
AC025647.1	0
AC025647.2	2
AC025647.3	0
AC025674.1	0
AC025674.2	0
AC025678.1	0
AC025678.2	0
AC025678.3	19
AC025682.1	0
AC025682.2	6
AC025741.1	0
AC025750.1	0
AC025750.2	0
AC025750.3	14
AC025750.4	0
AC025752.1	0
AC025754.1	0
AC025754.2	0
AC025755.1	0
AC025756.1	0
AC025766.1	7
AC025768.1	0
AC025773.1	1
AC025774.1	14
AC025809.1	1
AC025809.2	4
AC025810.1	0
AC025811.1	0
AC025822.1	0
AC025822.2	0
AC025839.1	0
AC025857.1	0
AC025857.2	39
AC025871.1	0
AC025871.2	2
AC025871.3	3
AC025881.1	0
AC025884.1	1
AC025884.2	0
AC025884.3	0
AC025887.1	0
AC025887.2	0
AC025917.1	1
AC025918.1	0
AC025918.2	0
AC025946.1	0
AC025946.2	0
AC025947.1	0
